[roslaunch][INFO] 2016-06-10 11:58:14,625: Checking log directory for disk usage. This may take awhile.
[roslaunch][INFO] 2016-06-10 11:58:18,784: Added node of type [gazebo_ros/gzclient] in namespace [/]
[roslaunch][INFO] 2016-06-10 11:58:20,122: Added node of type [gazebo_ros/spawn_model] in namespace [/]
[roslaunch][INFO] 2016-06-10 11:58:20,123: Added node of type [robot_state_publisher/robot_state_publisher] in namespace [/]
[roslaunch][INFO] 2016-06-10 11:58:20,180: Added node of type [controller_manager/controller_manager] in namespace [/world/]
[roslaunch][INFO] 2016-06-10 11:58:20,181: Added node of type [cob_gazebo_worlds/tf_publisher.py] in namespace [/]
[roslaunch][INFO] 2016-06-10 11:58:20,232: Added node of type [controller_manager/controller_manager] in namespace [/world/]
[roslaunch][INFO] 2016-06-10 11:58:20,233: Added node of type [cob_gazebo_worlds/elevator.py] in namespace [/]
[roslaunch][INFO] 2016-06-10 11:58:22,819: Added node of type [gazebo_ros/spawn_model] in namespace [/]
[roslaunch][INFO] 2016-06-10 11:58:22,921: Added node of type [robot_state_publisher/robot_state_publisher] in namespace [/]
[roslaunch][INFO] 2016-06-10 11:58:22,923: Added node of type [joint_state_publisher/joint_state_publisher] in namespace [/]
[roslaunch][INFO] 2016-06-10 11:58:22,924: Added node of type [cob_controller_configuration_gazebo/gazebo_services.py] in namespace [/base/]
[roslaunch][INFO] 2016-06-10 11:58:22,968: Added node of type [controller_manager/controller_manager] in namespace [/base/]
[roslaunch][INFO] 2016-06-10 11:58:23,011: Added node of type [twist_mux/twist_mux] in namespace [/base/]
[roslaunch][INFO] 2016-06-10 11:58:23,012: Added node of type [twist_mux/twist_marker] in namespace [/base/]
[roslaunch][INFO] 2016-06-10 11:58:23,050: Added node of type [cob_base_velocity_smoother/velocity_smoother] in namespace [/base/]
[roslaunch][INFO] 2016-06-10 11:58:23,088: Added node of type [cob_sick_s300/cob_scan_filter] in namespace [/base_laser_front/]
[roslaunch][INFO] 2016-06-10 11:58:23,126: Added node of type [cob_sick_s300/cob_scan_filter] in namespace [/base_laser_left/]
[roslaunch][INFO] 2016-06-10 11:58:23,163: Added node of type [cob_sick_s300/cob_scan_filter] in namespace [/base_laser_right/]
[roslaunch][INFO] 2016-06-10 11:58:23,234: Added node of type [cob_scan_unifier/scan_unifier_node] in namespace [/]
[roslaunch][INFO] 2016-06-10 11:58:23,270: Added node of type [cob_relayboard/relayboard_sim.py] in namespace [/]
[roslaunch][INFO] 2016-06-10 11:58:23,270: Added node of type [cob_controller_configuration_gazebo/gazebo_services.py] in namespace [/torso/]
[roslaunch][INFO] 2016-06-10 11:58:23,312: Added node of type [controller_manager/controller_manager] in namespace [/torso/]
[roslaunch][INFO] 2016-06-10 11:58:23,313: Added node of type [cob_control_mode_adapter/cob_control_mode_adapter_node] in namespace [/torso/]
[roslaunch][INFO] 2016-06-10 11:58:23,367: Added node of type [cob_twist_controller/cob_twist_controller_node] in namespace [/torso/]
[roslaunch][INFO] 2016-06-10 11:58:23,367: Added node of type [cob_frame_tracker/cob_frame_tracker_node] in namespace [/torso/]
[roslaunch][INFO] 2016-06-10 11:58:23,367: Added node of type [cob_frame_tracker/interactive_frame_target_node] in namespace [/torso/]
[roslaunch][INFO] 2016-06-10 11:58:23,368: Added node of type [cob_obstacle_distance/cob_obstacle_distance] in namespace [/torso/]
[roslaunch][INFO] 2016-06-10 11:58:23,368: Added node of type [cob_controller_configuration_gazebo/gazebo_services.py] in namespace [/sensorring/]
[roslaunch][INFO] 2016-06-10 11:58:23,408: Added node of type [controller_manager/controller_manager] in namespace [/sensorring/]
[roslaunch][INFO] 2016-06-10 11:58:23,408: Added node of type [cob_control_mode_adapter/cob_control_mode_adapter_node] in namespace [/sensorring/]
[roslaunch][INFO] 2016-06-10 11:58:23,408: Added node of type [cob_controller_configuration_gazebo/gazebo_services.py] in namespace [/arm_left/]
[roslaunch][INFO] 2016-06-10 11:58:23,458: Added node of type [controller_manager/controller_manager] in namespace [/arm_left/]
[roslaunch][INFO] 2016-06-10 11:58:23,459: Added node of type [cob_control_mode_adapter/cob_control_mode_adapter_node] in namespace [/arm_left/]
[roslaunch][INFO] 2016-06-10 11:58:23,507: Added node of type [cob_twist_controller/cob_twist_controller_node] in namespace [/arm_left/]
[roslaunch][INFO] 2016-06-10 11:58:23,507: Added node of type [cob_frame_tracker/cob_frame_tracker_node] in namespace [/arm_left/]
[roslaunch][INFO] 2016-06-10 11:58:23,508: Added node of type [cob_frame_tracker/interactive_frame_target_node] in namespace [/arm_left/]
[roslaunch][INFO] 2016-06-10 11:58:23,508: Added node of type [cob_obstacle_distance/cob_obstacle_distance] in namespace [/arm_left/]
[roslaunch][INFO] 2016-06-10 11:58:23,508: Added node of type [cob_controller_configuration_gazebo/gazebo_services.py] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-10 11:58:23,559: Added node of type [controller_manager/controller_manager] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-10 11:58:23,559: Added node of type [cob_control_mode_adapter/cob_control_mode_adapter_node] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-10 11:58:23,608: Added node of type [cob_twist_controller/cob_twist_controller_node] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-10 11:58:23,608: Added node of type [cob_frame_tracker/cob_frame_tracker_node] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-10 11:58:23,609: Added node of type [cob_frame_tracker/interactive_frame_target_node] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-10 11:58:23,609: Added node of type [cob_obstacle_distance/cob_obstacle_distance] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-10 11:58:23,609: Added node of type [cob_controller_configuration_gazebo/gazebo_services.py] in namespace [/gripper_left/]
[roslaunch][INFO] 2016-06-10 11:58:23,658: Added node of type [controller_manager/controller_manager] in namespace [/gripper_left/]
[roslaunch][INFO] 2016-06-10 11:58:23,659: Added node of type [cob_control_mode_adapter/cob_control_mode_adapter_node] in namespace [/gripper_left/]
[roslaunch][INFO] 2016-06-10 11:58:23,659: Added node of type [cob_controller_configuration_gazebo/gazebo_services.py] in namespace [/gripper_right/]
[roslaunch][INFO] 2016-06-10 11:58:23,700: Added node of type [controller_manager/controller_manager] in namespace [/gripper_right/]
[roslaunch][INFO] 2016-06-10 11:58:23,700: Added node of type [cob_control_mode_adapter/cob_control_mode_adapter_node] in namespace [/gripper_right/]
[roslaunch][INFO] 2016-06-10 11:58:23,738: Added node of type [cob_image_flip/image_flip] in namespace [/image_flip_torso_cam3d_left/]
[roslaunch][INFO] 2016-06-10 11:58:23,776: Added node of type [cob_image_flip/image_flip] in namespace [/image_flip_torso_cam3d_right/]
[roslaunch][INFO] 2016-06-10 11:58:23,813: Added node of type [cob_image_flip/image_flip] in namespace [/image_flip_sensorring_cam3d/]
[roslaunch][INFO] 2016-06-10 11:58:23,863: Added node of type [diagnostic_aggregator/aggregator_node] in namespace [/]
[roslaunch][INFO] 2016-06-10 11:58:23,863: Added node of type [cob_dashboard/cob_dashboard_aggregator.py] in namespace [/]
[roslaunch][INFO] 2016-06-10 11:58:23,898: Added node of type [cob_default_robot_behavior/trigger_srvs_cob4-2.py] in namespace [/]
[roslaunch][INFO] 2016-06-10 11:58:23,994: Added node of type [cob_script_server/script_server.py] in namespace [/]
[roslaunch][INFO] 2016-06-10 11:58:23,994: ... selected machine [] for node of type [gazebo_ros/gzserver]
[roslaunch][INFO] 2016-06-10 11:58:23,994: ... selected machine [] for node of type [gazebo_ros/gzclient]
[roslaunch][INFO] 2016-06-10 11:58:23,995: ... selected machine [] for node of type [gazebo_ros/spawn_model]
[roslaunch][INFO] 2016-06-10 11:58:23,995: ... selected machine [] for node of type [robot_state_publisher/robot_state_publisher]
[roslaunch][INFO] 2016-06-10 11:58:23,995: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-10 11:58:23,995: ... selected machine [] for node of type [cob_gazebo_worlds/tf_publisher.py]
[roslaunch][INFO] 2016-06-10 11:58:23,995: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-10 11:58:23,995: ... selected machine [] for node of type [cob_gazebo_worlds/elevator.py]
[roslaunch][INFO] 2016-06-10 11:58:23,995: ... selected machine [] for node of type [gazebo_ros/spawn_model]
[roslaunch][INFO] 2016-06-10 11:58:23,995: ... selected machine [] for node of type [robot_state_publisher/robot_state_publisher]
[roslaunch][INFO] 2016-06-10 11:58:23,995: ... selected machine [] for node of type [joint_state_publisher/joint_state_publisher]
[roslaunch][INFO] 2016-06-10 11:58:23,995: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-10 11:58:23,995: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-10 11:58:23,996: ... selected machine [] for node of type [twist_mux/twist_mux]
[roslaunch][INFO] 2016-06-10 11:58:23,996: ... selected machine [] for node of type [twist_mux/twist_marker]
[roslaunch][INFO] 2016-06-10 11:58:23,996: ... selected machine [] for node of type [cob_base_velocity_smoother/velocity_smoother]
[roslaunch][INFO] 2016-06-10 11:58:23,996: ... selected machine [] for node of type [cob_sick_s300/cob_scan_filter]
[roslaunch][INFO] 2016-06-10 11:58:23,996: ... selected machine [] for node of type [cob_sick_s300/cob_scan_filter]
[roslaunch][INFO] 2016-06-10 11:58:23,996: ... selected machine [] for node of type [cob_sick_s300/cob_scan_filter]
[roslaunch][INFO] 2016-06-10 11:58:23,996: ... selected machine [] for node of type [cob_scan_unifier/scan_unifier_node]
[roslaunch][INFO] 2016-06-10 11:58:23,996: ... selected machine [] for node of type [cob_relayboard/relayboard_sim.py]
[roslaunch][INFO] 2016-06-10 11:58:23,996: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-10 11:58:23,996: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-10 11:58:23,996: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-10 11:58:23,996: ... selected machine [] for node of type [cob_twist_controller/cob_twist_controller_node]
[roslaunch][INFO] 2016-06-10 11:58:23,997: ... selected machine [] for node of type [cob_frame_tracker/cob_frame_tracker_node]
[roslaunch][INFO] 2016-06-10 11:58:23,997: ... selected machine [] for node of type [cob_frame_tracker/interactive_frame_target_node]
[roslaunch][INFO] 2016-06-10 11:58:23,997: ... selected machine [] for node of type [cob_obstacle_distance/cob_obstacle_distance]
[roslaunch][INFO] 2016-06-10 11:58:23,997: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-10 11:58:23,997: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-10 11:58:23,997: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-10 11:58:23,997: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-10 11:58:23,997: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-10 11:58:23,997: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-10 11:58:23,997: ... selected machine [] for node of type [cob_twist_controller/cob_twist_controller_node]
[roslaunch][INFO] 2016-06-10 11:58:23,997: ... selected machine [] for node of type [cob_frame_tracker/cob_frame_tracker_node]
[roslaunch][INFO] 2016-06-10 11:58:23,998: ... selected machine [] for node of type [cob_frame_tracker/interactive_frame_target_node]
[roslaunch][INFO] 2016-06-10 11:58:23,998: ... selected machine [] for node of type [cob_obstacle_distance/cob_obstacle_distance]
[roslaunch][INFO] 2016-06-10 11:58:23,998: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-10 11:58:23,998: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-10 11:58:23,998: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-10 11:58:23,998: ... selected machine [] for node of type [cob_twist_controller/cob_twist_controller_node]
[roslaunch][INFO] 2016-06-10 11:58:23,998: ... selected machine [] for node of type [cob_frame_tracker/cob_frame_tracker_node]
[roslaunch][INFO] 2016-06-10 11:58:23,998: ... selected machine [] for node of type [cob_frame_tracker/interactive_frame_target_node]
[roslaunch][INFO] 2016-06-10 11:58:23,998: ... selected machine [] for node of type [cob_obstacle_distance/cob_obstacle_distance]
[roslaunch][INFO] 2016-06-10 11:58:23,998: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-10 11:58:23,998: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-10 11:58:23,998: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-10 11:58:23,999: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-10 11:58:23,999: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-10 11:58:23,999: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-10 11:58:23,999: ... selected machine [] for node of type [cob_image_flip/image_flip]
[roslaunch][INFO] 2016-06-10 11:58:23,999: ... selected machine [] for node of type [cob_image_flip/image_flip]
[roslaunch][INFO] 2016-06-10 11:58:23,999: ... selected machine [] for node of type [cob_image_flip/image_flip]
[roslaunch][INFO] 2016-06-10 11:58:23,999: ... selected machine [] for node of type [diagnostic_aggregator/aggregator_node]
[roslaunch][INFO] 2016-06-10 11:58:23,999: ... selected machine [] for node of type [cob_dashboard/cob_dashboard_aggregator.py]
[roslaunch][INFO] 2016-06-10 11:58:23,999: ... selected machine [] for node of type [cob_default_robot_behavior/trigger_srvs_cob4-2.py]
[roslaunch][INFO] 2016-06-10 11:58:23,999: ... selected machine [] for node of type [cob_script_server/script_server.py]
[roslaunch.pmon][INFO] 2016-06-10 11:58:24,020: start_process_monitor: creating ProcessMonitor
[roslaunch.pmon][INFO] 2016-06-10 11:58:24,020: created process monitor <ProcessMonitor(ProcessMonitor-1, initial daemon)>
[roslaunch.pmon][INFO] 2016-06-10 11:58:24,020: start_process_monitor: ProcessMonitor started
[roslaunch.parent][INFO] 2016-06-10 11:58:24,020: starting parent XML-RPC server
[roslaunch.server][INFO] 2016-06-10 11:58:24,021: starting roslaunch XML-RPC server
[roslaunch.server][INFO] 2016-06-10 11:58:24,021: waiting for roslaunch XML-RPC server to initialize
[xmlrpc][INFO] 2016-06-10 11:58:24,021: XML-RPC server binding to 0.0.0.0:0
[xmlrpc][INFO] 2016-06-10 11:58:24,021: Started XML-RPC server [http://cmeintel-desktop:41784/]
[xmlrpc][INFO] 2016-06-10 11:58:24,021: xml rpc node: starting XML-RPC server
[roslaunch][INFO] 2016-06-10 11:58:24,032: started roslaunch server http://cmeintel-desktop:41784/
[roslaunch.parent][INFO] 2016-06-10 11:58:24,032: ... parent XML-RPC server started
[roslaunch][INFO] 2016-06-10 11:58:24,125: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-10 11:58:24,126: auto-starting new master
[roslaunch][INFO] 2016-06-10 11:58:24,126: create_master_process: rosmaster, /opt/ros/indigo/share/ros, 11311, 3, None
[roslaunch][INFO] 2016-06-10 11:58:24,126: process[master]: launching with args [['rosmaster', '--core', '-p', '11311', '-w', '3']]
[roslaunch.pmon][INFO] 2016-06-10 11:58:24,126: ProcessMonitor.register[master]
[roslaunch.pmon][INFO] 2016-06-10 11:58:24,126: ProcessMonitor.register[master] complete
[roslaunch][INFO] 2016-06-10 11:58:24,127: process[master]: starting os process
[roslaunch][INFO] 2016-06-10 11:58:24,127: process[master]: start w/ args [['rosmaster', '--core', '-p', '11311', '-w', '3', '__log:=/home/cme-intel/.ros/log/d90320fa-2ef1-11e6-b726-bc5ff47c434e/master.log']]
[roslaunch][INFO] 2016-06-10 11:58:24,127: process[master]: cwd will be [/home/cme-intel/.ros]
[roslaunch][INFO] 2016-06-10 11:58:24,145: process[master]: started with pid [32466]
[roslaunch][INFO] 2016-06-10 11:58:24,145: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-10 11:58:24,246: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-10 11:58:24,346: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-10 11:58:24,349: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-10 11:58:24,350: ROS_MASTER_URI=http://localhost:11311
[roslaunch][INFO] 2016-06-10 11:58:24,352: setting /run_id to d90320fa-2ef1-11e6-b726-bc5ff47c434e
[roslaunch][INFO] 2016-06-10 11:58:24,353: setting /roslaunch/uris/host_cmeintel_desktop__41784' to http://cmeintel-desktop:41784/
[roslaunch][INFO] 2016-06-10 11:58:24,356: ... preparing to launch node of type [rosout/rosout]
[roslaunch][INFO] 2016-06-10 11:58:24,356: create_node_process: package[rosout] type[rosout] machine[Machine(name[] env_loader[None] address[localhost] ssh_port[22] user[None] assignable[True] timeout[10.0])] master_uri[http://localhost:11311]
