[roslaunch][INFO] 2016-06-06 20:56:49,468: Checking log directory for disk usage. This may take awhile.
[roslaunch][INFO] 2016-06-06 20:56:50,621: Added node of type [gazebo_ros/gzclient] in namespace [/]
[roslaunch][INFO] 2016-06-06 20:56:51,816: Added node of type [gazebo_ros/spawn_model] in namespace [/]
[roslaunch][INFO] 2016-06-06 20:56:51,816: Added node of type [robot_state_publisher/robot_state_publisher] in namespace [/]
[roslaunch][INFO] 2016-06-06 20:56:51,818: Added node of type [controller_manager/controller_manager] in namespace [/world/]
[roslaunch][INFO] 2016-06-06 20:56:51,819: Added node of type [cob_gazebo_worlds/tf_publisher.py] in namespace [/]
[roslaunch][INFO] 2016-06-06 20:56:51,822: Added node of type [controller_manager/controller_manager] in namespace [/world/]
[roslaunch][INFO] 2016-06-06 20:56:51,822: Added node of type [cob_gazebo_worlds/elevator.py] in namespace [/]
[roslaunch][INFO] 2016-06-06 20:56:54,140: Added node of type [gazebo_ros/spawn_model] in namespace [/]
[roslaunch][INFO] 2016-06-06 20:56:54,250: Added node of type [robot_state_publisher/robot_state_publisher] in namespace [/]
[roslaunch][INFO] 2016-06-06 20:56:54,253: Added node of type [joint_state_publisher/joint_state_publisher] in namespace [/]
[roslaunch][INFO] 2016-06-06 20:56:54,253: Added node of type [cob_controller_configuration_gazebo/gazebo_services.py] in namespace [/base/]
[roslaunch][INFO] 2016-06-06 20:56:54,267: Added node of type [controller_manager/controller_manager] in namespace [/base/]
[roslaunch][INFO] 2016-06-06 20:56:54,281: Added node of type [twist_mux/twist_mux] in namespace [/base/]
[roslaunch][INFO] 2016-06-06 20:56:54,281: Added node of type [twist_mux/twist_marker] in namespace [/base/]
[roslaunch][INFO] 2016-06-06 20:56:54,293: Added node of type [cob_base_velocity_smoother/velocity_smoother] in namespace [/base/]
[roslaunch][INFO] 2016-06-06 20:56:54,317: Added node of type [cob_sick_s300/cob_scan_filter] in namespace [/base_laser_front/]
[roslaunch][INFO] 2016-06-06 20:56:54,322: Added node of type [cob_sick_s300/cob_scan_filter] in namespace [/base_laser_left/]
[roslaunch][INFO] 2016-06-06 20:56:54,326: Added node of type [cob_sick_s300/cob_scan_filter] in namespace [/base_laser_right/]
[roslaunch][INFO] 2016-06-06 20:56:54,329: Added node of type [cob_scan_unifier/scan_unifier_node] in namespace [/]
[roslaunch][INFO] 2016-06-06 20:56:54,331: Added node of type [cob_relayboard/relayboard_sim.py] in namespace [/]
[roslaunch][INFO] 2016-06-06 20:56:54,332: Added node of type [cob_controller_configuration_gazebo/gazebo_services.py] in namespace [/torso/]
[roslaunch][INFO] 2016-06-06 20:56:54,344: Added node of type [controller_manager/controller_manager] in namespace [/torso/]
[roslaunch][INFO] 2016-06-06 20:56:54,344: Added node of type [cob_control_mode_adapter/cob_control_mode_adapter_node] in namespace [/torso/]
[roslaunch][INFO] 2016-06-06 20:56:54,375: Added node of type [cob_twist_controller/cob_twist_controller_node] in namespace [/torso/]
[roslaunch][INFO] 2016-06-06 20:56:54,375: Added node of type [cob_frame_tracker/cob_frame_tracker_node] in namespace [/torso/]
[roslaunch][INFO] 2016-06-06 20:56:54,375: Added node of type [cob_frame_tracker/interactive_frame_target_node] in namespace [/torso/]
[roslaunch][INFO] 2016-06-06 20:56:54,376: Added node of type [cob_obstacle_distance/cob_obstacle_distance] in namespace [/torso/]
[roslaunch][INFO] 2016-06-06 20:56:54,376: Added node of type [cob_controller_configuration_gazebo/gazebo_services.py] in namespace [/sensorring/]
[roslaunch][INFO] 2016-06-06 20:56:54,384: Added node of type [controller_manager/controller_manager] in namespace [/sensorring/]
[roslaunch][INFO] 2016-06-06 20:56:54,384: Added node of type [cob_control_mode_adapter/cob_control_mode_adapter_node] in namespace [/sensorring/]
[roslaunch][INFO] 2016-06-06 20:56:54,385: Added node of type [cob_controller_configuration_gazebo/gazebo_services.py] in namespace [/arm_left/]
[roslaunch][INFO] 2016-06-06 20:56:54,405: Added node of type [controller_manager/controller_manager] in namespace [/arm_left/]
[roslaunch][INFO] 2016-06-06 20:56:54,405: Added node of type [cob_control_mode_adapter/cob_control_mode_adapter_node] in namespace [/arm_left/]
[roslaunch][INFO] 2016-06-06 20:56:54,429: Added node of type [cob_twist_controller/cob_twist_controller_node] in namespace [/arm_left/]
[roslaunch][INFO] 2016-06-06 20:56:54,429: Added node of type [cob_frame_tracker/cob_frame_tracker_node] in namespace [/arm_left/]
[roslaunch][INFO] 2016-06-06 20:56:54,429: Added node of type [cob_frame_tracker/interactive_frame_target_node] in namespace [/arm_left/]
[roslaunch][INFO] 2016-06-06 20:56:54,430: Added node of type [cob_obstacle_distance/cob_obstacle_distance] in namespace [/arm_left/]
[roslaunch][INFO] 2016-06-06 20:56:54,430: Added node of type [cob_controller_configuration_gazebo/gazebo_services.py] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-06 20:56:54,448: Added node of type [controller_manager/controller_manager] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-06 20:56:54,448: Added node of type [cob_control_mode_adapter/cob_control_mode_adapter_node] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-06 20:56:54,463: Added node of type [cob_twist_controller/cob_twist_controller_node] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-06 20:56:54,463: Added node of type [cob_frame_tracker/cob_frame_tracker_node] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-06 20:56:54,464: Added node of type [cob_frame_tracker/interactive_frame_target_node] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-06 20:56:54,464: Added node of type [cob_obstacle_distance/cob_obstacle_distance] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-06 20:56:54,464: Added node of type [cob_controller_configuration_gazebo/gazebo_services.py] in namespace [/gripper_left/]
[roslaunch][INFO] 2016-06-06 20:56:54,471: Added node of type [controller_manager/controller_manager] in namespace [/gripper_left/]
[roslaunch][INFO] 2016-06-06 20:56:54,471: Added node of type [cob_control_mode_adapter/cob_control_mode_adapter_node] in namespace [/gripper_left/]
[roslaunch][INFO] 2016-06-06 20:56:54,472: Added node of type [cob_controller_configuration_gazebo/gazebo_services.py] in namespace [/gripper_right/]
[roslaunch][INFO] 2016-06-06 20:56:54,478: Added node of type [controller_manager/controller_manager] in namespace [/gripper_right/]
[roslaunch][INFO] 2016-06-06 20:56:54,479: Added node of type [cob_control_mode_adapter/cob_control_mode_adapter_node] in namespace [/gripper_right/]
[roslaunch][INFO] 2016-06-06 20:56:54,482: Added node of type [cob_image_flip/image_flip] in namespace [/image_flip_torso_cam3d_left/]
[roslaunch][INFO] 2016-06-06 20:56:54,486: Added node of type [cob_image_flip/image_flip] in namespace [/image_flip_torso_cam3d_right/]
[roslaunch][INFO] 2016-06-06 20:56:54,489: Added node of type [cob_image_flip/image_flip] in namespace [/image_flip_sensorring_cam3d/]
[roslaunch][INFO] 2016-06-06 20:56:54,505: Added node of type [diagnostic_aggregator/aggregator_node] in namespace [/]
[roslaunch][INFO] 2016-06-06 20:56:54,506: Added node of type [cob_dashboard/cob_dashboard_aggregator.py] in namespace [/]
[roslaunch][INFO] 2016-06-06 20:56:54,507: Added node of type [cob_default_robot_behavior/trigger_srvs_cob4-2.py] in namespace [/]
[roslaunch][INFO] 2016-06-06 20:56:54,510: Added node of type [cob_script_server/script_server.py] in namespace [/]
[roslaunch][INFO] 2016-06-06 20:56:54,510: ... selected machine [] for node of type [gazebo_ros/gzserver]
[roslaunch][INFO] 2016-06-06 20:56:54,510: ... selected machine [] for node of type [gazebo_ros/gzclient]
[roslaunch][INFO] 2016-06-06 20:56:54,510: ... selected machine [] for node of type [gazebo_ros/spawn_model]
[roslaunch][INFO] 2016-06-06 20:56:54,510: ... selected machine [] for node of type [robot_state_publisher/robot_state_publisher]
[roslaunch][INFO] 2016-06-06 20:56:54,511: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-06 20:56:54,511: ... selected machine [] for node of type [cob_gazebo_worlds/tf_publisher.py]
[roslaunch][INFO] 2016-06-06 20:56:54,511: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-06 20:56:54,511: ... selected machine [] for node of type [cob_gazebo_worlds/elevator.py]
[roslaunch][INFO] 2016-06-06 20:56:54,511: ... selected machine [] for node of type [gazebo_ros/spawn_model]
[roslaunch][INFO] 2016-06-06 20:56:54,511: ... selected machine [] for node of type [robot_state_publisher/robot_state_publisher]
[roslaunch][INFO] 2016-06-06 20:56:54,511: ... selected machine [] for node of type [joint_state_publisher/joint_state_publisher]
[roslaunch][INFO] 2016-06-06 20:56:54,511: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-06 20:56:54,511: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-06 20:56:54,511: ... selected machine [] for node of type [twist_mux/twist_mux]
[roslaunch][INFO] 2016-06-06 20:56:54,511: ... selected machine [] for node of type [twist_mux/twist_marker]
[roslaunch][INFO] 2016-06-06 20:56:54,511: ... selected machine [] for node of type [cob_base_velocity_smoother/velocity_smoother]
[roslaunch][INFO] 2016-06-06 20:56:54,511: ... selected machine [] for node of type [cob_sick_s300/cob_scan_filter]
[roslaunch][INFO] 2016-06-06 20:56:54,511: ... selected machine [] for node of type [cob_sick_s300/cob_scan_filter]
[roslaunch][INFO] 2016-06-06 20:56:54,512: ... selected machine [] for node of type [cob_sick_s300/cob_scan_filter]
[roslaunch][INFO] 2016-06-06 20:56:54,512: ... selected machine [] for node of type [cob_scan_unifier/scan_unifier_node]
[roslaunch][INFO] 2016-06-06 20:56:54,512: ... selected machine [] for node of type [cob_relayboard/relayboard_sim.py]
[roslaunch][INFO] 2016-06-06 20:56:54,512: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-06 20:56:54,512: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-06 20:56:54,512: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-06 20:56:54,512: ... selected machine [] for node of type [cob_twist_controller/cob_twist_controller_node]
[roslaunch][INFO] 2016-06-06 20:56:54,512: ... selected machine [] for node of type [cob_frame_tracker/cob_frame_tracker_node]
[roslaunch][INFO] 2016-06-06 20:56:54,512: ... selected machine [] for node of type [cob_frame_tracker/interactive_frame_target_node]
[roslaunch][INFO] 2016-06-06 20:56:54,512: ... selected machine [] for node of type [cob_obstacle_distance/cob_obstacle_distance]
[roslaunch][INFO] 2016-06-06 20:56:54,512: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-06 20:56:54,512: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-06 20:56:54,512: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-06 20:56:54,513: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-06 20:56:54,513: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-06 20:56:54,513: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-06 20:56:54,513: ... selected machine [] for node of type [cob_twist_controller/cob_twist_controller_node]
[roslaunch][INFO] 2016-06-06 20:56:54,513: ... selected machine [] for node of type [cob_frame_tracker/cob_frame_tracker_node]
[roslaunch][INFO] 2016-06-06 20:56:54,513: ... selected machine [] for node of type [cob_frame_tracker/interactive_frame_target_node]
[roslaunch][INFO] 2016-06-06 20:56:54,513: ... selected machine [] for node of type [cob_obstacle_distance/cob_obstacle_distance]
[roslaunch][INFO] 2016-06-06 20:56:54,513: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-06 20:56:54,513: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-06 20:56:54,513: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-06 20:56:54,513: ... selected machine [] for node of type [cob_twist_controller/cob_twist_controller_node]
[roslaunch][INFO] 2016-06-06 20:56:54,513: ... selected machine [] for node of type [cob_frame_tracker/cob_frame_tracker_node]
[roslaunch][INFO] 2016-06-06 20:56:54,513: ... selected machine [] for node of type [cob_frame_tracker/interactive_frame_target_node]
[roslaunch][INFO] 2016-06-06 20:56:54,513: ... selected machine [] for node of type [cob_obstacle_distance/cob_obstacle_distance]
[roslaunch][INFO] 2016-06-06 20:56:54,514: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-06 20:56:54,514: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-06 20:56:54,514: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-06 20:56:54,514: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-06 20:56:54,514: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-06 20:56:54,514: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-06 20:56:54,514: ... selected machine [] for node of type [cob_image_flip/image_flip]
[roslaunch][INFO] 2016-06-06 20:56:54,514: ... selected machine [] for node of type [cob_image_flip/image_flip]
[roslaunch][INFO] 2016-06-06 20:56:54,514: ... selected machine [] for node of type [cob_image_flip/image_flip]
[roslaunch][INFO] 2016-06-06 20:56:54,514: ... selected machine [] for node of type [diagnostic_aggregator/aggregator_node]
[roslaunch][INFO] 2016-06-06 20:56:54,514: ... selected machine [] for node of type [cob_dashboard/cob_dashboard_aggregator.py]
[roslaunch][INFO] 2016-06-06 20:56:54,514: ... selected machine [] for node of type [cob_default_robot_behavior/trigger_srvs_cob4-2.py]
[roslaunch][INFO] 2016-06-06 20:56:54,514: ... selected machine [] for node of type [cob_script_server/script_server.py]
[roslaunch.pmon][INFO] 2016-06-06 20:56:54,515: start_process_monitor: creating ProcessMonitor
[roslaunch.pmon][INFO] 2016-06-06 20:56:54,515: created process monitor <ProcessMonitor(ProcessMonitor-1, initial daemon)>
[roslaunch.pmon][INFO] 2016-06-06 20:56:54,515: start_process_monitor: ProcessMonitor started
[roslaunch.parent][INFO] 2016-06-06 20:56:54,515: starting parent XML-RPC server
[roslaunch.server][INFO] 2016-06-06 20:56:54,516: starting roslaunch XML-RPC server
[roslaunch.server][INFO] 2016-06-06 20:56:54,516: waiting for roslaunch XML-RPC server to initialize
[xmlrpc][INFO] 2016-06-06 20:56:54,516: XML-RPC server binding to 0.0.0.0:0
[xmlrpc][INFO] 2016-06-06 20:56:54,516: Started XML-RPC server [http://cmeintel-desktop:40055/]
[xmlrpc][INFO] 2016-06-06 20:56:54,516: xml rpc node: starting XML-RPC server
[roslaunch][INFO] 2016-06-06 20:56:54,527: started roslaunch server http://cmeintel-desktop:40055/
[roslaunch.parent][INFO] 2016-06-06 20:56:54,527: ... parent XML-RPC server started
[roslaunch][INFO] 2016-06-06 20:56:54,617: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-06 20:56:54,618: auto-starting new master
[roslaunch][INFO] 2016-06-06 20:56:54,618: create_master_process: rosmaster, /opt/ros/indigo/share/ros, 11311, 3, None
[roslaunch][INFO] 2016-06-06 20:56:54,618: process[master]: launching with args [['rosmaster', '--core', '-p', '11311', '-w', '3']]
[roslaunch.pmon][INFO] 2016-06-06 20:56:54,618: ProcessMonitor.register[master]
[roslaunch.pmon][INFO] 2016-06-06 20:56:54,618: ProcessMonitor.register[master] complete
[roslaunch][INFO] 2016-06-06 20:56:54,618: process[master]: starting os process
[roslaunch][INFO] 2016-06-06 20:56:54,619: process[master]: start w/ args [['rosmaster', '--core', '-p', '11311', '-w', '3', '__log:=/home/cme-intel/.ros/log/6c8b0cd4-2c18-11e6-878e-bc5ff47c434e/master.log']]
[roslaunch][INFO] 2016-06-06 20:56:54,619: process[master]: cwd will be [/home/cme-intel/.ros]
[roslaunch][INFO] 2016-06-06 20:56:54,630: process[master]: started with pid [5090]
[roslaunch][INFO] 2016-06-06 20:56:54,631: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-06 20:56:54,731: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-06 20:56:54,832: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-06 20:56:54,933: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-06 20:56:54,935: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-06 20:56:54,937: ROS_MASTER_URI=http://localhost:11311
[roslaunch][INFO] 2016-06-06 20:56:54,939: setting /run_id to 6c8b0cd4-2c18-11e6-878e-bc5ff47c434e
[roslaunch][INFO] 2016-06-06 20:56:54,941: setting /roslaunch/uris/host_cmeintel_desktop__40055' to http://cmeintel-desktop:40055/
[roslaunch][INFO] 2016-06-06 20:56:54,944: ... preparing to launch node of type [rosout/rosout]
[roslaunch][INFO] 2016-06-06 20:56:54,944: create_node_process: package[rosout] type[rosout] machine[Machine(name[] env_loader[None] address[localhost] ssh_port[22] user[None] assignable[True] timeout[10.0])] master_uri[http://localhost:11311]
