[roslaunch][INFO] 2016-06-20 13:40:57,518: Checking log directory for disk usage. This may take awhile.
[roslaunch][INFO] 2016-06-20 13:41:06,812: Added node of type [controller_manager/controller_manager] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-20 13:41:06,813: Added node of type [cob_control_mode_adapter/cob_control_mode_adapter_node] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-20 13:41:06,864: Added node of type [cob_twist_controller/cob_twist_controller_node] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-20 13:41:06,864: Added node of type [cob_frame_tracker/cob_frame_tracker_node] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-20 13:41:06,865: Added node of type [cob_frame_tracker/interactive_frame_target_node] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-20 13:41:06,865: Added node of type [cob_obstacle_distance/cob_obstacle_distance] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-20 13:41:06,865: Added node of type [cob_controller_configuration_gazebo/gazebo_services.py] in namespace [/gripper_left/]
[roslaunch][INFO] 2016-06-20 13:41:06,905: Added node of type [controller_manager/controller_manager] in namespace [/gripper_left/]
[roslaunch][INFO] 2016-06-20 13:41:06,905: Added node of type [cob_control_mode_adapter/cob_control_mode_adapter_node] in namespace [/gripper_left/]
[roslaunch][INFO] 2016-06-20 13:41:06,905: Added node of type [cob_controller_configuration_gazebo/gazebo_services.py] in namespace [/gripper_right/]
[roslaunch][INFO] 2016-06-20 13:41:06,945: Added node of type [controller_manager/controller_manager] in namespace [/gripper_right/]
[roslaunch][INFO] 2016-06-20 13:41:06,946: Added node of type [cob_control_mode_adapter/cob_control_mode_adapter_node] in namespace [/gripper_right/]
[roslaunch][INFO] 2016-06-20 13:41:06,983: Added node of type [cob_image_flip/image_flip] in namespace [/image_flip_torso_cam3d_left/]
[roslaunch][INFO] 2016-06-20 13:41:07,020: Added node of type [cob_image_flip/image_flip] in namespace [/image_flip_torso_cam3d_right/]
[roslaunch][INFO] 2016-06-20 13:41:07,057: Added node of type [cob_image_flip/image_flip] in namespace [/image_flip_sensorring_cam3d/]
[roslaunch][INFO] 2016-06-20 13:41:07,105: Added node of type [diagnostic_aggregator/aggregator_node] in namespace [/]
[roslaunch][INFO] 2016-06-20 13:41:07,106: Added node of type [cob_dashboard/cob_dashboard_aggregator.py] in namespace [/]
[roslaunch][INFO] 2016-06-20 13:41:07,141: Added node of type [cob_default_robot_behavior/trigger_srvs_cob4-2.py] in namespace [/]
[roslaunch][INFO] 2016-06-20 13:41:07,201: Added node of type [cob_script_server/script_server.py] in namespace [/]
[roslaunch][INFO] 2016-06-20 13:41:07,201: ... selected machine [] for node of type [gazebo_ros/gzserver]
[roslaunch][INFO] 2016-06-20 13:41:07,201: ... selected machine [] for node of type [gazebo_ros/gzclient]
[roslaunch][INFO] 2016-06-20 13:41:07,201: ... selected machine [] for node of type [gazebo_ros/spawn_model]
[roslaunch][INFO] 2016-06-20 13:41:07,201: ... selected machine [] for node of type [robot_state_publisher/robot_state_publisher]
[roslaunch][INFO] 2016-06-20 13:41:07,201: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-20 13:41:07,201: ... selected machine [] for node of type [cob_gazebo_worlds/tf_publisher.py]
[roslaunch][INFO] 2016-06-20 13:41:07,202: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-20 13:41:07,202: ... selected machine [] for node of type [cob_gazebo_worlds/elevator.py]
[roslaunch][INFO] 2016-06-20 13:41:07,202: ... selected machine [] for node of type [gazebo_ros/spawn_model]
[roslaunch][INFO] 2016-06-20 13:41:07,202: ... selected machine [] for node of type [robot_state_publisher/robot_state_publisher]
[roslaunch][INFO] 2016-06-20 13:41:07,202: ... selected machine [] for node of type [joint_state_publisher/joint_state_publisher]
[roslaunch][INFO] 2016-06-20 13:41:07,202: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-20 13:41:07,202: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-20 13:41:07,202: ... selected machine [] for node of type [twist_mux/twist_mux]
[roslaunch][INFO] 2016-06-20 13:41:07,202: ... selected machine [] for node of type [twist_mux/twist_marker]
[roslaunch][INFO] 2016-06-20 13:41:07,202: ... selected machine [] for node of type [cob_base_velocity_smoother/velocity_smoother]
[roslaunch][INFO] 2016-06-20 13:41:07,202: ... selected machine [] for node of type [cob_sick_s300/cob_scan_filter]
[roslaunch][INFO] 2016-06-20 13:41:07,202: ... selected machine [] for node of type [cob_sick_s300/cob_scan_filter]
[roslaunch][INFO] 2016-06-20 13:41:07,202: ... selected machine [] for node of type [cob_sick_s300/cob_scan_filter]
[roslaunch][INFO] 2016-06-20 13:41:07,202: ... selected machine [] for node of type [cob_scan_unifier/scan_unifier_node]
[roslaunch][INFO] 2016-06-20 13:41:07,202: ... selected machine [] for node of type [cob_relayboard/relayboard_sim.py]
[roslaunch][INFO] 2016-06-20 13:41:07,203: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-20 13:41:07,203: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-20 13:41:07,203: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-20 13:41:07,203: ... selected machine [] for node of type [cob_twist_controller/cob_twist_controller_node]
[roslaunch][INFO] 2016-06-20 13:41:07,203: ... selected machine [] for node of type [cob_frame_tracker/cob_frame_tracker_node]
[roslaunch][INFO] 2016-06-20 13:41:07,203: ... selected machine [] for node of type [cob_frame_tracker/interactive_frame_target_node]
[roslaunch][INFO] 2016-06-20 13:41:07,203: ... selected machine [] for node of type [cob_obstacle_distance/cob_obstacle_distance]
[roslaunch][INFO] 2016-06-20 13:41:07,203: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-20 13:41:07,203: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-20 13:41:07,203: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-20 13:41:07,203: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-20 13:41:07,203: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-20 13:41:07,203: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-20 13:41:07,203: ... selected machine [] for node of type [cob_twist_controller/cob_twist_controller_node]
[roslaunch][INFO] 2016-06-20 13:41:07,203: ... selected machine [] for node of type [cob_frame_tracker/cob_frame_tracker_node]
[roslaunch][INFO] 2016-06-20 13:41:07,204: ... selected machine [] for node of type [cob_frame_tracker/interactive_frame_target_node]
[roslaunch][INFO] 2016-06-20 13:41:07,204: ... selected machine [] for node of type [cob_obstacle_distance/cob_obstacle_distance]
[roslaunch][INFO] 2016-06-20 13:41:07,204: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-20 13:41:07,204: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-20 13:41:07,204: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-20 13:41:07,204: ... selected machine [] for node of type [cob_twist_controller/cob_twist_controller_node]
[roslaunch][INFO] 2016-06-20 13:41:07,204: ... selected machine [] for node of type [cob_frame_tracker/cob_frame_tracker_node]
[roslaunch][INFO] 2016-06-20 13:41:07,204: ... selected machine [] for node of type [cob_frame_tracker/interactive_frame_target_node]
[roslaunch][INFO] 2016-06-20 13:41:07,204: ... selected machine [] for node of type [cob_obstacle_distance/cob_obstacle_distance]
[roslaunch][INFO] 2016-06-20 13:41:07,204: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-20 13:41:07,204: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-20 13:41:07,204: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-20 13:41:07,204: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-20 13:41:07,204: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-20 13:41:07,204: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-20 13:41:07,204: ... selected machine [] for node of type [cob_image_flip/image_flip]
[roslaunch][INFO] 2016-06-20 13:41:07,205: ... selected machine [] for node of type [cob_image_flip/image_flip]
[roslaunch][INFO] 2016-06-20 13:41:07,205: ... selected machine [] for node of type [cob_image_flip/image_flip]
[roslaunch][INFO] 2016-06-20 13:41:07,205: ... selected machine [] for node of type [diagnostic_aggregator/aggregator_node]
[roslaunch][INFO] 2016-06-20 13:41:07,205: ... selected machine [] for node of type [cob_dashboard/cob_dashboard_aggregator.py]
[roslaunch][INFO] 2016-06-20 13:41:07,205: ... selected machine [] for node of type [cob_default_robot_behavior/trigger_srvs_cob4-2.py]
[roslaunch][INFO] 2016-06-20 13:41:07,205: ... selected machine [] for node of type [cob_script_server/script_server.py]
[roslaunch.pmon][INFO] 2016-06-20 13:41:07,221: start_process_monitor: creating ProcessMonitor
[roslaunch.pmon][INFO] 2016-06-20 13:41:07,221: created process monitor <ProcessMonitor(ProcessMonitor-1, initial daemon)>
[roslaunch.pmon][INFO] 2016-06-20 13:41:07,221: start_process_monitor: ProcessMonitor started
[roslaunch.parent][INFO] 2016-06-20 13:41:07,221: starting parent XML-RPC server
[roslaunch.server][INFO] 2016-06-20 13:41:07,222: starting roslaunch XML-RPC server
[roslaunch.server][INFO] 2016-06-20 13:41:07,222: waiting for roslaunch XML-RPC server to initialize
[xmlrpc][INFO] 2016-06-20 13:41:07,222: XML-RPC server binding to 0.0.0.0:0
[xmlrpc][INFO] 2016-06-20 13:41:07,222: Started XML-RPC server [http://cmeintel-desktop:36024/]
[xmlrpc][INFO] 2016-06-20 13:41:07,222: xml rpc node: starting XML-RPC server
[roslaunch][INFO] 2016-06-20 13:41:07,233: started roslaunch server http://cmeintel-desktop:36024/
[roslaunch.parent][INFO] 2016-06-20 13:41:07,233: ... parent XML-RPC server started
[roslaunch][INFO] 2016-06-20 13:41:07,321: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-20 13:41:07,322: auto-starting new master
[roslaunch][INFO] 2016-06-20 13:41:07,322: create_master_process: rosmaster, /opt/ros/indigo/share/ros, 11311, 3, None
[roslaunch][INFO] 2016-06-20 13:41:07,322: process[master]: launching with args [['rosmaster', '--core', '-p', '11311', '-w', '3']]
[roslaunch.pmon][INFO] 2016-06-20 13:41:07,323: ProcessMonitor.register[master]
[roslaunch.pmon][INFO] 2016-06-20 13:41:07,323: ProcessMonitor.register[master] complete
[roslaunch][INFO] 2016-06-20 13:41:07,323: process[master]: starting os process
[roslaunch][INFO] 2016-06-20 13:41:07,323: process[master]: start w/ args [['rosmaster', '--core', '-p', '11311', '-w', '3', '__log:=/home/cme-intel/.ros/log/da80e33a-36db-11e6-8128-bc5ff47c434e/master.log']]
[roslaunch][INFO] 2016-06-20 13:41:07,323: process[master]: cwd will be [/home/cme-intel/.ros]
[roslaunch][INFO] 2016-06-20 13:41:07,338: process[master]: started with pid [4962]
[roslaunch][INFO] 2016-06-20 13:41:07,338: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-20 13:41:07,439: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-20 13:41:07,539: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-20 13:41:07,542: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-20 13:41:07,543: ROS_MASTER_URI=http://localhost:11311
[roslaunch][INFO] 2016-06-20 13:41:07,545: setting /run_id to da80e33a-36db-11e6-8128-bc5ff47c434e
[roslaunch][INFO] 2016-06-20 13:41:07,547: setting /roslaunch/uris/host_cmeintel_desktop__36024' to http://cmeintel-desktop:36024/
[roslaunch][INFO] 2016-06-20 13:41:07,550: ... preparing to launch node of type [rosout/rosout]
[roslaunch][INFO] 2016-06-20 13:41:07,550: create_node_process: package[rosout] type[rosout] machine[Machine(name[] env_loader[None] address[localhost] ssh_port[22] user[None] assignable[True] timeout[10.0])] master_uri[http://localhost:11311]
