[roslaunch][INFO] 2016-06-09 11:55:53,611: Checking log directory for disk usage. This may take awhile.
[roslaunch][INFO] 2016-06-09 11:56:02,050: Added node of type [cob_image_flip/image_flip] in namespace [/image_flip_torso_cam3d_left/]
[roslaunch][INFO] 2016-06-09 11:56:02,086: Added node of type [cob_image_flip/image_flip] in namespace [/image_flip_torso_cam3d_right/]
[roslaunch][INFO] 2016-06-09 11:56:02,123: Added node of type [cob_image_flip/image_flip] in namespace [/image_flip_sensorring_cam3d/]
[roslaunch][INFO] 2016-06-09 11:56:02,170: Added node of type [diagnostic_aggregator/aggregator_node] in namespace [/]
[roslaunch][INFO] 2016-06-09 11:56:02,171: Added node of type [cob_dashboard/cob_dashboard_aggregator.py] in namespace [/]
[roslaunch][INFO] 2016-06-09 11:56:02,205: Added node of type [cob_default_robot_behavior/trigger_srvs_cob4-2.py] in namespace [/]
[roslaunch][INFO] 2016-06-09 11:56:02,297: Added node of type [cob_script_server/script_server.py] in namespace [/]
[roslaunch][INFO] 2016-06-09 11:56:02,297: ... selected machine [] for node of type [gazebo_ros/gzserver]
[roslaunch][INFO] 2016-06-09 11:56:02,297: ... selected machine [] for node of type [gazebo_ros/gzclient]
[roslaunch][INFO] 2016-06-09 11:56:02,297: ... selected machine [] for node of type [gazebo_ros/spawn_model]
[roslaunch][INFO] 2016-06-09 11:56:02,298: ... selected machine [] for node of type [robot_state_publisher/robot_state_publisher]
[roslaunch][INFO] 2016-06-09 11:56:02,298: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-09 11:56:02,298: ... selected machine [] for node of type [cob_gazebo_worlds/tf_publisher.py]
[roslaunch][INFO] 2016-06-09 11:56:02,298: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-09 11:56:02,298: ... selected machine [] for node of type [cob_gazebo_worlds/elevator.py]
[roslaunch][INFO] 2016-06-09 11:56:02,298: ... selected machine [] for node of type [gazebo_ros/spawn_model]
[roslaunch][INFO] 2016-06-09 11:56:02,298: ... selected machine [] for node of type [robot_state_publisher/robot_state_publisher]
[roslaunch][INFO] 2016-06-09 11:56:02,298: ... selected machine [] for node of type [joint_state_publisher/joint_state_publisher]
[roslaunch][INFO] 2016-06-09 11:56:02,298: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-09 11:56:02,298: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-09 11:56:02,298: ... selected machine [] for node of type [twist_mux/twist_mux]
[roslaunch][INFO] 2016-06-09 11:56:02,299: ... selected machine [] for node of type [twist_mux/twist_marker]
[roslaunch][INFO] 2016-06-09 11:56:02,299: ... selected machine [] for node of type [cob_base_velocity_smoother/velocity_smoother]
[roslaunch][INFO] 2016-06-09 11:56:02,299: ... selected machine [] for node of type [cob_sick_s300/cob_scan_filter]
[roslaunch][INFO] 2016-06-09 11:56:02,299: ... selected machine [] for node of type [cob_sick_s300/cob_scan_filter]
[roslaunch][INFO] 2016-06-09 11:56:02,299: ... selected machine [] for node of type [cob_sick_s300/cob_scan_filter]
[roslaunch][INFO] 2016-06-09 11:56:02,299: ... selected machine [] for node of type [cob_scan_unifier/scan_unifier_node]
[roslaunch][INFO] 2016-06-09 11:56:02,299: ... selected machine [] for node of type [cob_relayboard/relayboard_sim.py]
[roslaunch][INFO] 2016-06-09 11:56:02,299: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-09 11:56:02,299: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-09 11:56:02,299: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-09 11:56:02,299: ... selected machine [] for node of type [cob_twist_controller/cob_twist_controller_node]
[roslaunch][INFO] 2016-06-09 11:56:02,300: ... selected machine [] for node of type [cob_frame_tracker/cob_frame_tracker_node]
[roslaunch][INFO] 2016-06-09 11:56:02,300: ... selected machine [] for node of type [cob_frame_tracker/interactive_frame_target_node]
[roslaunch][INFO] 2016-06-09 11:56:02,300: ... selected machine [] for node of type [cob_obstacle_distance/cob_obstacle_distance]
[roslaunch][INFO] 2016-06-09 11:56:02,300: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-09 11:56:02,300: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-09 11:56:02,300: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-09 11:56:02,300: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-09 11:56:02,300: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-09 11:56:02,300: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-09 11:56:02,300: ... selected machine [] for node of type [cob_twist_controller/cob_twist_controller_node]
[roslaunch][INFO] 2016-06-09 11:56:02,300: ... selected machine [] for node of type [cob_frame_tracker/cob_frame_tracker_node]
[roslaunch][INFO] 2016-06-09 11:56:02,300: ... selected machine [] for node of type [cob_frame_tracker/interactive_frame_target_node]
[roslaunch][INFO] 2016-06-09 11:56:02,301: ... selected machine [] for node of type [cob_obstacle_distance/cob_obstacle_distance]
[roslaunch][INFO] 2016-06-09 11:56:02,301: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-09 11:56:02,301: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-09 11:56:02,301: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-09 11:56:02,301: ... selected machine [] for node of type [cob_twist_controller/cob_twist_controller_node]
[roslaunch][INFO] 2016-06-09 11:56:02,301: ... selected machine [] for node of type [cob_frame_tracker/cob_frame_tracker_node]
[roslaunch][INFO] 2016-06-09 11:56:02,301: ... selected machine [] for node of type [cob_frame_tracker/interactive_frame_target_node]
[roslaunch][INFO] 2016-06-09 11:56:02,301: ... selected machine [] for node of type [cob_obstacle_distance/cob_obstacle_distance]
[roslaunch][INFO] 2016-06-09 11:56:02,301: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-09 11:56:02,301: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-09 11:56:02,301: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-09 11:56:02,302: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-09 11:56:02,302: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-09 11:56:02,302: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-09 11:56:02,302: ... selected machine [] for node of type [cob_image_flip/image_flip]
[roslaunch][INFO] 2016-06-09 11:56:02,302: ... selected machine [] for node of type [cob_image_flip/image_flip]
[roslaunch][INFO] 2016-06-09 11:56:02,302: ... selected machine [] for node of type [cob_image_flip/image_flip]
[roslaunch][INFO] 2016-06-09 11:56:02,302: ... selected machine [] for node of type [diagnostic_aggregator/aggregator_node]
[roslaunch][INFO] 2016-06-09 11:56:02,302: ... selected machine [] for node of type [cob_dashboard/cob_dashboard_aggregator.py]
[roslaunch][INFO] 2016-06-09 11:56:02,302: ... selected machine [] for node of type [cob_default_robot_behavior/trigger_srvs_cob4-2.py]
[roslaunch][INFO] 2016-06-09 11:56:02,302: ... selected machine [] for node of type [cob_script_server/script_server.py]
[roslaunch.pmon][INFO] 2016-06-09 11:56:02,313: start_process_monitor: creating ProcessMonitor
[roslaunch.pmon][INFO] 2016-06-09 11:56:02,314: created process monitor <ProcessMonitor(ProcessMonitor-1, initial daemon)>
[roslaunch.pmon][INFO] 2016-06-09 11:56:02,314: start_process_monitor: ProcessMonitor started
[roslaunch.parent][INFO] 2016-06-09 11:56:02,314: starting parent XML-RPC server
[roslaunch.server][INFO] 2016-06-09 11:56:02,314: starting roslaunch XML-RPC server
[roslaunch.server][INFO] 2016-06-09 11:56:02,314: waiting for roslaunch XML-RPC server to initialize
[xmlrpc][INFO] 2016-06-09 11:56:02,314: XML-RPC server binding to 0.0.0.0:0
[xmlrpc][INFO] 2016-06-09 11:56:02,315: Started XML-RPC server [http://cmeintel-desktop:42697/]
[xmlrpc][INFO] 2016-06-09 11:56:02,315: xml rpc node: starting XML-RPC server
[roslaunch][INFO] 2016-06-09 11:56:02,326: started roslaunch server http://cmeintel-desktop:42697/
[roslaunch.parent][INFO] 2016-06-09 11:56:02,326: ... parent XML-RPC server started
[roslaunch][INFO] 2016-06-09 11:56:02,449: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-09 11:56:02,450: auto-starting new master
[roslaunch][INFO] 2016-06-09 11:56:02,450: create_master_process: rosmaster, /opt/ros/indigo/share/ros, 11311, 3, None
[roslaunch][INFO] 2016-06-09 11:56:02,450: process[master]: launching with args [['rosmaster', '--core', '-p', '11311', '-w', '3']]
[roslaunch.pmon][INFO] 2016-06-09 11:56:02,450: ProcessMonitor.register[master]
[roslaunch.pmon][INFO] 2016-06-09 11:56:02,450: ProcessMonitor.register[master] complete
[roslaunch][INFO] 2016-06-09 11:56:02,450: process[master]: starting os process
[roslaunch][INFO] 2016-06-09 11:56:02,451: process[master]: start w/ args [['rosmaster', '--core', '-p', '11311', '-w', '3', '__log:=/home/cme-intel/.ros/log/5a872bbe-2e28-11e6-8707-bc5ff47c434e/master.log']]
[roslaunch][INFO] 2016-06-09 11:56:02,451: process[master]: cwd will be [/home/cme-intel/.ros]
[roslaunch][INFO] 2016-06-09 11:56:02,472: process[master]: started with pid [3023]
[roslaunch][INFO] 2016-06-09 11:56:02,472: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-09 11:56:02,573: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-09 11:56:02,674: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-09 11:56:02,676: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-09 11:56:02,677: ROS_MASTER_URI=http://localhost:11311
[roslaunch][INFO] 2016-06-09 11:56:02,678: setting /run_id to 5a872bbe-2e28-11e6-8707-bc5ff47c434e
[roslaunch][INFO] 2016-06-09 11:56:02,679: setting /roslaunch/uris/host_cmeintel_desktop__42697' to http://cmeintel-desktop:42697/
[roslaunch][INFO] 2016-06-09 11:56:02,681: ... preparing to launch node of type [rosout/rosout]
[roslaunch][INFO] 2016-06-09 11:56:02,681: create_node_process: package[rosout] type[rosout] machine[Machine(name[] env_loader[None] address[localhost] ssh_port[22] user[None] assignable[True] timeout[10.0])] master_uri[http://localhost:11311]
