[roslaunch][INFO] 2016-06-08 20:01:19,573: Checking log directory for disk usage. This may take awhile.
[roslaunch][INFO] 2016-06-08 20:01:25,798: Added node of type [gazebo_ros/spawn_model] in namespace [/]
[roslaunch][INFO] 2016-06-08 20:01:25,921: Added node of type [robot_state_publisher/robot_state_publisher] in namespace [/]
[roslaunch][INFO] 2016-06-08 20:01:25,924: Added node of type [joint_state_publisher/joint_state_publisher] in namespace [/]
[roslaunch][INFO] 2016-06-08 20:01:25,924: Added node of type [cob_controller_configuration_gazebo/gazebo_services.py] in namespace [/base/]
[roslaunch][INFO] 2016-06-08 20:01:25,986: Added node of type [controller_manager/controller_manager] in namespace [/base/]
[roslaunch][INFO] 2016-06-08 20:01:26,034: Added node of type [twist_mux/twist_mux] in namespace [/base/]
[roslaunch][INFO] 2016-06-08 20:01:26,035: Added node of type [twist_mux/twist_marker] in namespace [/base/]
[roslaunch][INFO] 2016-06-08 20:01:26,075: Added node of type [cob_base_velocity_smoother/velocity_smoother] in namespace [/base/]
[roslaunch][INFO] 2016-06-08 20:01:26,113: Added node of type [cob_sick_s300/cob_scan_filter] in namespace [/base_laser_front/]
[roslaunch][INFO] 2016-06-08 20:01:26,150: Added node of type [cob_sick_s300/cob_scan_filter] in namespace [/base_laser_left/]
[roslaunch][INFO] 2016-06-08 20:01:26,187: Added node of type [cob_sick_s300/cob_scan_filter] in namespace [/base_laser_right/]
[roslaunch][INFO] 2016-06-08 20:01:26,263: Added node of type [cob_scan_unifier/scan_unifier_node] in namespace [/]
[roslaunch][INFO] 2016-06-08 20:01:26,298: Added node of type [cob_relayboard/relayboard_sim.py] in namespace [/]
[roslaunch][INFO] 2016-06-08 20:01:26,299: Added node of type [cob_controller_configuration_gazebo/gazebo_services.py] in namespace [/torso/]
[roslaunch][INFO] 2016-06-08 20:01:26,342: Added node of type [controller_manager/controller_manager] in namespace [/torso/]
[roslaunch][INFO] 2016-06-08 20:01:26,342: Added node of type [cob_control_mode_adapter/cob_control_mode_adapter_node] in namespace [/torso/]
[roslaunch][INFO] 2016-06-08 20:01:26,395: Added node of type [cob_twist_controller/cob_twist_controller_node] in namespace [/torso/]
[roslaunch][INFO] 2016-06-08 20:01:26,395: Added node of type [cob_frame_tracker/cob_frame_tracker_node] in namespace [/torso/]
[roslaunch][INFO] 2016-06-08 20:01:26,396: Added node of type [cob_frame_tracker/interactive_frame_target_node] in namespace [/torso/]
[roslaunch][INFO] 2016-06-08 20:01:26,396: Added node of type [cob_obstacle_distance/cob_obstacle_distance] in namespace [/torso/]
[roslaunch][INFO] 2016-06-08 20:01:26,396: Added node of type [cob_controller_configuration_gazebo/gazebo_services.py] in namespace [/sensorring/]
[roslaunch][INFO] 2016-06-08 20:01:26,436: Added node of type [controller_manager/controller_manager] in namespace [/sensorring/]
[roslaunch][INFO] 2016-06-08 20:01:26,436: Added node of type [cob_control_mode_adapter/cob_control_mode_adapter_node] in namespace [/sensorring/]
[roslaunch][INFO] 2016-06-08 20:01:26,437: Added node of type [cob_controller_configuration_gazebo/gazebo_services.py] in namespace [/arm_left/]
[roslaunch][INFO] 2016-06-08 20:01:26,487: Added node of type [controller_manager/controller_manager] in namespace [/arm_left/]
[roslaunch][INFO] 2016-06-08 20:01:26,487: Added node of type [cob_control_mode_adapter/cob_control_mode_adapter_node] in namespace [/arm_left/]
[roslaunch][INFO] 2016-06-08 20:01:26,536: Added node of type [cob_twist_controller/cob_twist_controller_node] in namespace [/arm_left/]
[roslaunch][INFO] 2016-06-08 20:01:26,536: Added node of type [cob_frame_tracker/cob_frame_tracker_node] in namespace [/arm_left/]
[roslaunch][INFO] 2016-06-08 20:01:26,536: Added node of type [cob_frame_tracker/interactive_frame_target_node] in namespace [/arm_left/]
[roslaunch][INFO] 2016-06-08 20:01:26,537: Added node of type [cob_obstacle_distance/cob_obstacle_distance] in namespace [/arm_left/]
[roslaunch][INFO] 2016-06-08 20:01:26,537: Added node of type [cob_controller_configuration_gazebo/gazebo_services.py] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-08 20:01:26,586: Added node of type [controller_manager/controller_manager] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-08 20:01:26,587: Added node of type [cob_control_mode_adapter/cob_control_mode_adapter_node] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-08 20:01:26,635: Added node of type [cob_twist_controller/cob_twist_controller_node] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-08 20:01:26,635: Added node of type [cob_frame_tracker/cob_frame_tracker_node] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-08 20:01:26,635: Added node of type [cob_frame_tracker/interactive_frame_target_node] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-08 20:01:26,636: Added node of type [cob_obstacle_distance/cob_obstacle_distance] in namespace [/arm_right/]
[roslaunch][INFO] 2016-06-08 20:01:26,636: Added node of type [cob_controller_configuration_gazebo/gazebo_services.py] in namespace [/gripper_left/]
[roslaunch][INFO] 2016-06-08 20:01:26,676: Added node of type [controller_manager/controller_manager] in namespace [/gripper_left/]
[roslaunch][INFO] 2016-06-08 20:01:26,677: Added node of type [cob_control_mode_adapter/cob_control_mode_adapter_node] in namespace [/gripper_left/]
[roslaunch][INFO] 2016-06-08 20:01:26,677: Added node of type [cob_controller_configuration_gazebo/gazebo_services.py] in namespace [/gripper_right/]
[roslaunch][INFO] 2016-06-08 20:01:26,717: Added node of type [controller_manager/controller_manager] in namespace [/gripper_right/]
[roslaunch][INFO] 2016-06-08 20:01:26,717: Added node of type [cob_control_mode_adapter/cob_control_mode_adapter_node] in namespace [/gripper_right/]
[roslaunch][INFO] 2016-06-08 20:01:26,755: Added node of type [cob_image_flip/image_flip] in namespace [/image_flip_torso_cam3d_left/]
[roslaunch][INFO] 2016-06-08 20:01:26,792: Added node of type [cob_image_flip/image_flip] in namespace [/image_flip_torso_cam3d_right/]
[roslaunch][INFO] 2016-06-08 20:01:26,830: Added node of type [cob_image_flip/image_flip] in namespace [/image_flip_sensorring_cam3d/]
[roslaunch][INFO] 2016-06-08 20:01:26,879: Added node of type [diagnostic_aggregator/aggregator_node] in namespace [/]
[roslaunch][INFO] 2016-06-08 20:01:26,879: Added node of type [cob_dashboard/cob_dashboard_aggregator.py] in namespace [/]
[roslaunch][INFO] 2016-06-08 20:01:26,914: Added node of type [cob_default_robot_behavior/trigger_srvs_cob4-2.py] in namespace [/]
[roslaunch][INFO] 2016-06-08 20:01:27,013: Added node of type [cob_script_server/script_server.py] in namespace [/]
[roslaunch][INFO] 2016-06-08 20:01:27,013: ... selected machine [] for node of type [gazebo_ros/gzserver]
[roslaunch][INFO] 2016-06-08 20:01:27,013: ... selected machine [] for node of type [gazebo_ros/gzclient]
[roslaunch][INFO] 2016-06-08 20:01:27,013: ... selected machine [] for node of type [gazebo_ros/spawn_model]
[roslaunch][INFO] 2016-06-08 20:01:27,013: ... selected machine [] for node of type [robot_state_publisher/robot_state_publisher]
[roslaunch][INFO] 2016-06-08 20:01:27,014: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-08 20:01:27,014: ... selected machine [] for node of type [cob_gazebo_worlds/tf_publisher.py]
[roslaunch][INFO] 2016-06-08 20:01:27,014: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-08 20:01:27,014: ... selected machine [] for node of type [cob_gazebo_worlds/elevator.py]
[roslaunch][INFO] 2016-06-08 20:01:27,014: ... selected machine [] for node of type [gazebo_ros/spawn_model]
[roslaunch][INFO] 2016-06-08 20:01:27,014: ... selected machine [] for node of type [robot_state_publisher/robot_state_publisher]
[roslaunch][INFO] 2016-06-08 20:01:27,014: ... selected machine [] for node of type [joint_state_publisher/joint_state_publisher]
[roslaunch][INFO] 2016-06-08 20:01:27,014: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-08 20:01:27,014: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-08 20:01:27,014: ... selected machine [] for node of type [twist_mux/twist_mux]
[roslaunch][INFO] 2016-06-08 20:01:27,014: ... selected machine [] for node of type [twist_mux/twist_marker]
[roslaunch][INFO] 2016-06-08 20:01:27,014: ... selected machine [] for node of type [cob_base_velocity_smoother/velocity_smoother]
[roslaunch][INFO] 2016-06-08 20:01:27,015: ... selected machine [] for node of type [cob_sick_s300/cob_scan_filter]
[roslaunch][INFO] 2016-06-08 20:01:27,015: ... selected machine [] for node of type [cob_sick_s300/cob_scan_filter]
[roslaunch][INFO] 2016-06-08 20:01:27,015: ... selected machine [] for node of type [cob_sick_s300/cob_scan_filter]
[roslaunch][INFO] 2016-06-08 20:01:27,015: ... selected machine [] for node of type [cob_scan_unifier/scan_unifier_node]
[roslaunch][INFO] 2016-06-08 20:01:27,015: ... selected machine [] for node of type [cob_relayboard/relayboard_sim.py]
[roslaunch][INFO] 2016-06-08 20:01:27,015: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-08 20:01:27,015: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-08 20:01:27,015: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-08 20:01:27,015: ... selected machine [] for node of type [cob_twist_controller/cob_twist_controller_node]
[roslaunch][INFO] 2016-06-08 20:01:27,015: ... selected machine [] for node of type [cob_frame_tracker/cob_frame_tracker_node]
[roslaunch][INFO] 2016-06-08 20:01:27,015: ... selected machine [] for node of type [cob_frame_tracker/interactive_frame_target_node]
[roslaunch][INFO] 2016-06-08 20:01:27,016: ... selected machine [] for node of type [cob_obstacle_distance/cob_obstacle_distance]
[roslaunch][INFO] 2016-06-08 20:01:27,016: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-08 20:01:27,016: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-08 20:01:27,016: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-08 20:01:27,016: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-08 20:01:27,016: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-08 20:01:27,016: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-08 20:01:27,016: ... selected machine [] for node of type [cob_twist_controller/cob_twist_controller_node]
[roslaunch][INFO] 2016-06-08 20:01:27,016: ... selected machine [] for node of type [cob_frame_tracker/cob_frame_tracker_node]
[roslaunch][INFO] 2016-06-08 20:01:27,016: ... selected machine [] for node of type [cob_frame_tracker/interactive_frame_target_node]
[roslaunch][INFO] 2016-06-08 20:01:27,016: ... selected machine [] for node of type [cob_obstacle_distance/cob_obstacle_distance]
[roslaunch][INFO] 2016-06-08 20:01:27,016: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-08 20:01:27,017: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-08 20:01:27,017: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-08 20:01:27,017: ... selected machine [] for node of type [cob_twist_controller/cob_twist_controller_node]
[roslaunch][INFO] 2016-06-08 20:01:27,017: ... selected machine [] for node of type [cob_frame_tracker/cob_frame_tracker_node]
[roslaunch][INFO] 2016-06-08 20:01:27,017: ... selected machine [] for node of type [cob_frame_tracker/interactive_frame_target_node]
[roslaunch][INFO] 2016-06-08 20:01:27,017: ... selected machine [] for node of type [cob_obstacle_distance/cob_obstacle_distance]
[roslaunch][INFO] 2016-06-08 20:01:27,017: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-08 20:01:27,017: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-08 20:01:27,017: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-08 20:01:27,017: ... selected machine [] for node of type [cob_controller_configuration_gazebo/gazebo_services.py]
[roslaunch][INFO] 2016-06-08 20:01:27,017: ... selected machine [] for node of type [controller_manager/controller_manager]
[roslaunch][INFO] 2016-06-08 20:01:27,018: ... selected machine [] for node of type [cob_control_mode_adapter/cob_control_mode_adapter_node]
[roslaunch][INFO] 2016-06-08 20:01:27,018: ... selected machine [] for node of type [cob_image_flip/image_flip]
[roslaunch][INFO] 2016-06-08 20:01:27,018: ... selected machine [] for node of type [cob_image_flip/image_flip]
[roslaunch][INFO] 2016-06-08 20:01:27,018: ... selected machine [] for node of type [cob_image_flip/image_flip]
[roslaunch][INFO] 2016-06-08 20:01:27,018: ... selected machine [] for node of type [diagnostic_aggregator/aggregator_node]
[roslaunch][INFO] 2016-06-08 20:01:27,018: ... selected machine [] for node of type [cob_dashboard/cob_dashboard_aggregator.py]
[roslaunch][INFO] 2016-06-08 20:01:27,018: ... selected machine [] for node of type [cob_default_robot_behavior/trigger_srvs_cob4-2.py]
[roslaunch][INFO] 2016-06-08 20:01:27,018: ... selected machine [] for node of type [cob_script_server/script_server.py]
[roslaunch.pmon][INFO] 2016-06-08 20:01:27,029: start_process_monitor: creating ProcessMonitor
[roslaunch.pmon][INFO] 2016-06-08 20:01:27,029: created process monitor <ProcessMonitor(ProcessMonitor-1, initial daemon)>
[roslaunch.pmon][INFO] 2016-06-08 20:01:27,029: start_process_monitor: ProcessMonitor started
[roslaunch.parent][INFO] 2016-06-08 20:01:27,029: starting parent XML-RPC server
[roslaunch.server][INFO] 2016-06-08 20:01:27,029: starting roslaunch XML-RPC server
[roslaunch.server][INFO] 2016-06-08 20:01:27,029: waiting for roslaunch XML-RPC server to initialize
[xmlrpc][INFO] 2016-06-08 20:01:27,030: XML-RPC server binding to 0.0.0.0:0
[xmlrpc][INFO] 2016-06-08 20:01:27,030: Started XML-RPC server [http://cmeintel-desktop:45120/]
[xmlrpc][INFO] 2016-06-08 20:01:27,030: xml rpc node: starting XML-RPC server
[roslaunch][INFO] 2016-06-08 20:01:27,041: started roslaunch server http://cmeintel-desktop:45120/
[roslaunch.parent][INFO] 2016-06-08 20:01:27,041: ... parent XML-RPC server started
[roslaunch][INFO] 2016-06-08 20:01:27,141: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-08 20:01:27,141: auto-starting new master
[roslaunch][INFO] 2016-06-08 20:01:27,142: create_master_process: rosmaster, /opt/ros/indigo/share/ros, 11311, 3, None
[roslaunch][INFO] 2016-06-08 20:01:27,142: process[master]: launching with args [['rosmaster', '--core', '-p', '11311', '-w', '3']]
[roslaunch.pmon][INFO] 2016-06-08 20:01:27,142: ProcessMonitor.register[master]
[roslaunch.pmon][INFO] 2016-06-08 20:01:27,142: ProcessMonitor.register[master] complete
[roslaunch][INFO] 2016-06-08 20:01:27,142: process[master]: starting os process
[roslaunch][INFO] 2016-06-08 20:01:27,142: process[master]: start w/ args [['rosmaster', '--core', '-p', '11311', '-w', '3', '__log:=/home/cme-intel/.ros/log/008a6c5a-2da3-11e6-9d4e-bc5ff47c434e/master.log']]
[roslaunch][INFO] 2016-06-08 20:01:27,143: process[master]: cwd will be [/home/cme-intel/.ros]
[roslaunch][INFO] 2016-06-08 20:01:27,162: process[master]: started with pid [3360]
[roslaunch][INFO] 2016-06-08 20:01:27,162: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-08 20:01:27,263: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-08 20:01:27,363: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-08 20:01:27,365: master.is_running[http://localhost:11311]
[roslaunch][INFO] 2016-06-08 20:01:27,366: ROS_MASTER_URI=http://localhost:11311
[roslaunch][INFO] 2016-06-08 20:01:27,367: setting /run_id to 008a6c5a-2da3-11e6-9d4e-bc5ff47c434e
[roslaunch][INFO] 2016-06-08 20:01:27,368: setting /roslaunch/uris/host_cmeintel_desktop__45120' to http://cmeintel-desktop:45120/
[roslaunch][INFO] 2016-06-08 20:01:27,370: ... preparing to launch node of type [rosout/rosout]
[roslaunch][INFO] 2016-06-08 20:01:27,370: create_node_process: package[rosout] type[rosout] machine[Machine(name[] env_loader[None] address[localhost] ssh_port[22] user[None] assignable[True] timeout[10.0])] master_uri[http://localhost:11311]
